id,timestamp,operatingSystem,numberOfInstances,instanceName,vcpu,cpuUsage,memory,memoryUsage,networkPerformance,storageType,numberOfVolume,storageSize,numberOfALB,costPerMonth
7714,2023-01-21 04:16:01,Linux,2,t3.medium,2,29.974897,4,36.015726,Up to 5 Gigabit,EBS only,7,219,3,441.36
7715,2023-09-12 18:53:20,Linux,10,t3.medium,2,94.331047,4,69.048926,Up to 5 Gigabit,EBS only,6,434,4,890.94
7716,2023-02-16 01:24:52,Linux,4,m5.2xlarge,8,67.999271,32,23.278346,Up to 10 Gigabit,EBS only,10,50,2,930.08
7717,2023-05-25 21:10:06,Linux,6,r5.2xlarge,4,25.175616,32,26.984097,Up to 10 Gigabit,EBS only,10,284,4,2332.72
7718,2023-08-26 20:19:03,Linux,2,t3.xlarge,4,26.639956,16,67.772432,Up to 5 Gigabit,EBS only,9,644,5,1678.36
7719,2023-05-04 21:53:33,Linux,1,c5.2xlarge,4,79.224873,16,60.170977,Up to 10 Gigabit,EBS only,7,682,3,1414.98
7720,2023-12-25 01:22:29,Linux,10,r5.2xlarge,4,14.693775,32,46.900075,Up to 10 Gigabit,EBS only,9,690,2,4271.8
7721,2023-03-14 23:34:07,Linux,7,r5.4xlarge,8,88.495421,64,87.801691,Up to 10 Gigabit,EBS only,6,581,1,4631.55
7722,2023-02-12 06:20:34,Linux,4,m5.2xlarge,8,38.782389,32,81.948174,Up to 10 Gigabit,EBS only,3,661,2,1315.66
7723,2023-09-08 05:04:33,Linux,4,t3.xlarge,4,29.118338,16,35.130618,Up to 5 Gigabit,EBS only,10,362,3,1284.0
7724,2023-12-20 02:08:35,Linux,8,t3.xlarge,4,25.912031,16,47.698169,Up to 5 Gigabit,EBS only,6,841,4,1997.56
7725,2023-04-02 00:28:44,Linux,10,m5.2xlarge,8,45.032184,32,6.962372,Up to 10 Gigabit,EBS only,10,432,2,3123.4
7726,2023-06-18 08:52:41,Linux,6,t3.xlarge,4,96.252897,16,17.613627,Up to 5 Gigabit,EBS only,7,397,5,1236.74
7727,2023-02-26 21:17:41,Linux,2,t3.medium,2,43.445352,4,55.166816,Up to 5 Gigabit,EBS only,2,381,5,240.9
7728,2023-04-13 03:07:44,Linux,9,r5.4xlarge,8,9.959011,64,58.400806,Up to 10 Gigabit,EBS only,10,212,4,5340.73
7729,2023-05-10 16:47:15,Linux,7,t3.medium,2,4.237073,4,95.777997,Up to 5 Gigabit,EBS only,2,726,1,527.25
7730,2023-12-30 17:30:28,Linux,7,c5.2xlarge,4,28.680405,16,75.144718,Up to 10 Gigabit,EBS only,8,14,3,1245.3
7731,2023-01-19 02:18:50,Linux,10,c5.2xlarge,4,81.191907,16,95.04243,Up to 10 Gigabit,EBS only,4,610,3,2371.8
7732,2023-07-11 03:46:27,Linux,7,m5.2xlarge,8,80.302371,32,98.101456,Up to 10 Gigabit,EBS only,3,765,2,1996.84
7733,2023-08-29 03:24:33,Linux,5,r5.4xlarge,8,63.931416,64,40.695829,Up to 10 Gigabit,EBS only,4,119,1,2784.61
7734,2023-04-19 23:21:03,Linux,10,c5.12xlarge,16,36.13138,128,70.536434,12 Gigabit,EBS only,7,182,2,10770.24
7735,2023-09-08 17:43:46,Linux,2,r5.4xlarge,8,66.523448,64,7.254187,Up to 10 Gigabit,EBS only,8,306,1,1700.82
7736,2023-05-16 12:31:24,Linux,5,c5.2xlarge,4,45.639293,16,9.53385,Up to 10 Gigabit,EBS only,6,411,1,1509.86
7737,2023-12-19 14:28:15,Linux,6,t3.xlarge,4,3.217552,16,25.914177,Up to 5 Gigabit,EBS only,8,731,1,2034.68
7738,2023-02-08 15:49:18,Linux,4,t3.xlarge,4,45.107071,16,92.014373,Up to 5 Gigabit,EBS only,10,880,2,2630.8
7739,2023-01-13 00:31:37,Linux,4,t3.medium,2,1.855616,4,37.224148,Up to 5 Gigabit,EBS only,5,284,5,454.76
7740,2023-05-01 16:38:45,Linux,4,c5.12xlarge,16,88.367117,128,36.941043,12 Gigabit,EBS only,10,882,3,6468.8
7741,2023-06-09 04:26:07,Linux,6,r5.4xlarge,8,21.172934,64,5.647602,Up to 10 Gigabit,EBS only,9,791,1,5043.96
7742,2023-08-15 20:20:52,Linux,5,t3.medium,2,28.753335,4,16.406232,Up to 5 Gigabit,EBS only,7,638,4,1268.11
7743,2023-07-28 05:37:31,Linux,1,c5.12xlarge,16,45.957478,128,27.292508,12 Gigabit,EBS only,7,39,1,1114.88
7744,2023-06-28 11:14:07,Linux,10,r5.4xlarge,8,84.683489,64,97.586925,Up to 10 Gigabit,EBS only,9,281,5,5979.24
7745,2023-07-23 23:14:48,Linux,6,r5.4xlarge,8,70.337683,64,48.510765,Up to 10 Gigabit,EBS only,5,625,4,4005.52
7746,2023-10-09 20:23:40,Linux,7,c5.2xlarge,4,88.69528,16,93.370501,Up to 10 Gigabit,EBS only,7,797,3,2666.72
7747,2023-03-31 00:16:08,Linux,9,r5.4xlarge,8,23.645575,64,42.442114,Up to 10 Gigabit,EBS only,8,657,2,6156.09
7748,2023-10-13 08:46:14,Linux,8,t3.xlarge,4,16.628097,16,44.980532,Up to 5 Gigabit,EBS only,5,550,2,1400.6
7749,2023-07-17 10:06:50,Linux,7,t3.medium,2,41.267772,4,15.957561,Up to 5 Gigabit,EBS only,7,850,3,1696.73
7750,2023-09-10 22:42:37,Linux,10,r5.4xlarge,8,13.349379,64,55.213218,Up to 10 Gigabit,EBS only,4,215,5,5545.3
7751,2023-05-08 00:38:19,Linux,8,t3.xlarge,4,40.297434,16,37.170847,Up to 5 Gigabit,EBS only,2,629,4,1012.68
7752,2023-04-13 05:48:33,Linux,2,m5.2xlarge,8,1.352166,32,48.091405,Up to 10 Gigabit,EBS only,3,321,3,650.42
7753,2023-05-22 23:07:43,Linux,10,t3.xlarge,4,58.566208,16,24.846809,Up to 5 Gigabit,EBS only,9,966,4,3117.44
7754,2023-01-24 19:24:35,Linux,8,r5.4xlarge,8,12.987403,64,39.602896,Up to 10 Gigabit,EBS only,7,122,2,4479.4
7755,2023-08-23 21:31:55,Linux,9,r5.4xlarge,8,1.737839,64,40.592337,Up to 10 Gigabit,EBS only,8,525,2,5881.53
7756,2023-06-14 08:43:54,Linux,3,c5.12xlarge,16,2.415631,128,30.685357,12 Gigabit,EBS only,4,233,5,3374.02
7757,2023-05-28 14:31:35,Linux,1,r5.2xlarge,4,53.364067,32,28.275739,Up to 10 Gigabit,EBS only,9,54,2,392.08
7758,2023-08-12 19:37:56,Linux,2,m5.2xlarge,8,64.529128,32,29.133657,Up to 10 Gigabit,EBS only,1,57,1,414.86
7759,2023-01-26 17:44:24,Linux,8,c5.12xlarge,16,51.08555,128,3.06513,12 Gigabit,EBS only,3,287,1,8575.06
7760,2023-10-19 05:41:29,Linux,9,c5.12xlarge,16,19.559467,128,61.172255,12 Gigabit,EBS only,10,568,1,10871.9
7761,2023-09-03 15:15:27,Linux,1,t3.xlarge,4,14.966111,16,29.853035,Up to 5 Gigabit,EBS only,3,257,2,286.16
7762,2023-05-06 20:37:32,Linux,7,t3.medium,2,64.801544,4,33.075356,Up to 5 Gigabit,EBS only,9,269,1,779.19
7763,2023-03-21 22:33:57,Linux,6,t3.medium,2,62.02589,4,85.816076,Up to 5 Gigabit,EBS only,6,345,4,666.54
7764,2023-10-01 06:19:14,Linux,5,r5.2xlarge,4,93.307185,32,7.541424,Up to 10 Gigabit,EBS only,9,835,1,3282.5
7765,2023-04-19 14:17:20,Linux,6,r5.2xlarge,4,61.073356,32,84.886506,Up to 10 Gigabit,EBS only,9,229,5,2130.18
7766,2023-06-04 14:14:30,Linux,4,c5.12xlarge,16,95.29333,128,5.123959,12 Gigabit,EBS only,10,423,2,5275.4
7767,2023-10-01 15:26:25,Linux,2,r5.2xlarge,4,31.452609,32,88.71181,Up to 10 Gigabit,EBS only,5,334,1,965.64
7768,2023-04-08 14:28:47,Linux,7,t3.medium,2,36.137552,4,85.779835,Up to 5 Gigabit,EBS only,4,99,3,252.69
7769,2023-11-05 18:56:21,Linux,6,t3.xlarge,4,44.288925,16,15.07457,Up to 5 Gigabit,EBS only,2,859,5,960.88
7770,2023-04-15 12:43:47,Linux,5,c5.2xlarge,4,53.317443,16,94.061529,Up to 10 Gigabit,EBS only,10,790,5,2922.7
7771,2023-08-14 05:37:01,Linux,10,r5.4xlarge,8,83.669479,64,87.634054,Up to 10 Gigabit,EBS only,4,731,2,6081.94
7772,2023-06-06 17:57:03,Linux,3,c5.12xlarge,16,39.436887,128,1.423046,12 Gigabit,EBS only,10,956,4,5617.3
7773,2023-04-07 15:33:21,Linux,4,m5.2xlarge,8,97.728859,32,80.364412,Up to 10 Gigabit,EBS only,1,884,2,1029.92
7774,2023-05-14 22:53:32,Linux,5,t3.xlarge,4,80.687438,16,85.135179,Up to 5 Gigabit,EBS only,6,929,2,1877.74
7775,2023-01-09 11:48:59,Linux,5,t3.medium,2,50.082314,4,95.205025,Up to 5 Gigabit,EBS only,3,95,5,181.05
7776,2023-05-04 07:39:30,Linux,5,r5.2xlarge,4,81.051981,32,17.291678,Up to 10 Gigabit,EBS only,6,345,4,1866.8
7777,2023-10-15 23:17:10,Linux,7,t3.xlarge,4,81.224524,16,84.333714,Up to 5 Gigabit,EBS only,1,102,1,626.42
7778,2023-03-13 10:30:02,Linux,10,r5.4xlarge,8,17.743397,64,73.227749,Up to 10 Gigabit,EBS only,10,928,5,7734.5
7779,2023-08-02 07:19:09,Linux,8,t3.xlarge,4,82.669181,16,85.188214,Up to 5 Gigabit,EBS only,1,118,2,716.28
7780,2023-12-12 06:54:47,Linux,6,r5.2xlarge,4,30.825321,32,24.55164,Up to 10 Gigabit,EBS only,6,741,1,2750.28
7781,2023-05-25 05:17:57,Linux,6,c5.2xlarge,4,28.900961,16,41.696901,Up to 10 Gigabit,EBS only,8,489,4,2059.56
7782,2023-04-18 23:54:42,Linux,3,t3.medium,2,42.615358,4,46.263725,Up to 5 Gigabit,EBS only,5,902,5,1236.77
7783,2023-04-03 02:47:29,Linux,1,t3.xlarge,4,33.649583,16,94.14508,Up to 5 Gigabit,EBS only,8,126,4,347.78
7784,2023-08-18 03:35:00,Linux,6,r5.2xlarge,4,24.599147,32,91.717577,Up to 10 Gigabit,EBS only,8,396,5,2418.0
7785,2023-04-20 08:37:28,Linux,2,c5.12xlarge,16,98.484186,128,83.591318,12 Gigabit,EBS only,7,658,2,3285.36
7786,2023-07-30 03:35:06,Linux,3,m5.2xlarge,8,29.224391,32,1.421753,Up to 10 Gigabit,EBS only,1,935,1,843.16
7787,2023-03-18 23:44:29,Linux,10,m5.2xlarge,8,27.622872,32,98.144016,Up to 10 Gigabit,EBS only,2,81,4,2042.32
7788,2023-10-26 09:40:51,Linux,10,r5.2xlarge,4,3.062995,32,77.267154,Up to 10 Gigabit,EBS only,9,397,3,3586.18
7789,2023-11-10 00:50:15,Linux,9,r5.4xlarge,8,22.443803,64,74.973975,Up to 10 Gigabit,EBS only,10,142,2,5158.73
7790,2023-06-01 15:48:51,Linux,5,c5.2xlarge,4,23.383147,16,49.346425,Up to 10 Gigabit,EBS only,5,569,1,1608.4
7791,2023-07-16 00:34:46,Linux,9,t3.xlarge,4,35.668889,16,34.232488,Up to 5 Gigabit,EBS only,7,759,3,2152.68
7792,2023-12-01 20:12:46,Linux,5,c5.12xlarge,16,5.697514,128,79.595909,12 Gigabit,EBS only,3,824,2,5862.22
7793,2023-04-16 08:11:13,Linux,6,t3.xlarge,4,23.628004,16,81.525666,Up to 5 Gigabit,EBS only,7,590,4,1588.0
7794,2023-11-29 03:58:10,Linux,3,c5.12xlarge,16,34.951409,128,97.923719,12 Gigabit,EBS only,10,166,5,3563.3
7795,2023-05-20 00:25:46,Linux,5,r5.4xlarge,8,88.751632,64,15.411872,Up to 10 Gigabit,EBS only,1,173,5,2705.83
7796,2023-08-04 11:39:11,Linux,2,t3.xlarge,4,93.653757,16,7.51335,Up to 5 Gigabit,EBS only,9,640,4,1669.0
7797,2023-11-28 10:10:35,Linux,3,t3.xlarge,4,84.631631,16,73.560201,Up to 5 Gigabit,EBS only,10,811,2,2365.7
7798,2023-05-15 11:43:19,Linux,10,m5.2xlarge,8,16.769741,32,23.438866,Up to 10 Gigabit,EBS only,9,530,2,3240.4
7799,2023-02-15 18:31:02,Linux,3,m5.2xlarge,8,38.075867,32,12.58347,Up to 10 Gigabit,EBS only,7,699,5,1872.24
7800,2023-06-26 11:57:42,Linux,1,t3.medium,2,90.747498,4,97.548431,Up to 5 Gigabit,EBS only,8,494,3,1048.91
7801,2023-05-30 17:25:33,Linux,8,c5.2xlarge,4,49.173042,16,63.278757,Up to 10 Gigabit,EBS only,3,294,4,1619.24
7802,2023-03-11 09:12:57,Linux,8,r5.4xlarge,8,88.480041,64,36.859904,Up to 10 Gigabit,EBS only,2,848,2,4698.32
7803,2023-09-26 10:29:59,Linux,8,c5.12xlarge,16,89.990756,128,40.212854,12 Gigabit,EBS only,10,943,2,10803.0
7804,2023-11-22 09:27:28,Linux,9,c5.2xlarge,4,90.250016,16,43.56919,Up to 10 Gigabit,EBS only,2,344,1,1742.54
7805,2023-08-26 12:12:38,Linux,3,c5.12xlarge,16,5.571134,128,14.827877,12 Gigabit,EBS only,9,563,3,4449.12
7806,2023-10-08 16:45:02,Linux,7,t3.medium,2,72.311989,4,73.531881,Up to 5 Gigabit,EBS only,8,636,4,1472.61
7807,2023-07-10 03:32:23,Linux,1,t3.xlarge,4,34.504036,16,36.12997,Up to 5 Gigabit,EBS only,7,13,1,109.36
7808,2023-04-23 01:59:13,Linux,2,t3.xlarge,4,39.68497,16,5.064647,Up to 5 Gigabit,EBS only,8,858,5,1956.04
7809,2023-09-13 08:28:32,Linux,1,c5.2xlarge,4,7.891562,16,24.940278,Up to 10 Gigabit,EBS only,2,337,4,348.98
7810,2023-08-10 00:21:00,Linux,3,r5.4xlarge,8,53.568761,64,21.913496,Up to 10 Gigabit,EBS only,1,710,4,1781.11
7811,2023-05-16 03:26:06,Linux,5,t3.xlarge,4,50.345217,16,3.292729,Up to 5 Gigabit,EBS only,4,767,1,1226.18
7812,2023-06-29 04:49:54,Linux,2,r5.2xlarge,4,9.40651,32,5.59754,Up to 10 Gigabit,EBS only,9,429,4,1535.3
7813,2023-02-10 10:49:34,Linux,4,r5.4xlarge,8,80.891349,64,29.615107,Up to 10 Gigabit,EBS only,5,174,3,2354.88
7814,2023-10-02 11:08:14,Linux,8,m5.2xlarge,8,97.560961,32,17.037455,Up to 10 Gigabit,EBS only,3,592,5,2061.92
7815,2023-03-22 07:29:51,Linux,8,m5.2xlarge,8,84.355172,32,72.55729,Up to 10 Gigabit,EBS only,4,356,2,1970.4
7816,2023-12-06 19:00:25,Linux,8,t3.xlarge,4,94.110707,16,11.252152,Up to 5 Gigabit,EBS only,1,197,2,736.82
7817,2023-04-02 04:44:35,Linux,5,c5.2xlarge,4,51.226976,16,1.029211,Up to 10 Gigabit,EBS only,6,346,4,1408.46
7818,2023-03-20 23:55:55,Linux,10,c5.2xlarge,4,99.646673,16,96.610847,Up to 10 Gigabit,EBS only,1,791,1,1943.06
7819,2023-12-28 21:31:30,Linux,5,m5.2xlarge,8,62.242165,32,46.053817,Up to 10 Gigabit,EBS only,10,271,2,1704.7
7820,2023-04-11 10:15:22,Linux,5,t3.xlarge,4,10.534881,16,80.044391,Up to 5 Gigabit,EBS only,8,136,5,711.38
7821,2023-06-15 22:52:37,Linux,3,t3.medium,2,19.148482,4,7.160392,Up to 5 Gigabit,EBS only,7,941,3,1776.79
7822,2023-11-24 10:19:36,Linux,7,c5.12xlarge,16,83.307683,128,31.748456,12 Gigabit,EBS only,2,100,5,7359.3
7823,2023-10-18 22:35:40,Linux,1,m5.2xlarge,8,1.250218,32,35.957106,Up to 10 Gigabit,EBS only,9,717,2,1877.8
7824,2023-02-27 19:54:54,Linux,9,m5.2xlarge,8,30.262225,32,2.107318,Up to 10 Gigabit,EBS only,9,153,1,2158.2
7825,2023-08-19 10:34:05,Linux,5,m5.2xlarge,8,74.369725,32,35.543702,Up to 10 Gigabit,EBS only,5,221,1,1287.4
7826,2023-08-09 07:55:01,Linux,9,t3.medium,2,13.944759,4,70.103659,Up to 5 Gigabit,EBS only,10,979,2,2737.91
7827,2023-06-08 00:47:38,Linux,6,c5.2xlarge,4,97.169998,16,4.79535,Up to 10 Gigabit,EBS only,3,815,4,1678.14
7828,2023-06-27 12:37:11,Linux,4,t3.medium,2,35.216978,4,34.178792,Up to 5 Gigabit,EBS only,4,569,4,677.32
7829,2023-01-24 07:47:53,Linux,10,r5.2xlarge,4,74.735746,32,80.047024,Up to 10 Gigabit,EBS only,6,779,1,3872.44
7830,2023-12-22 03:29:34,Linux,1,c5.12xlarge,16,21.458821,128,6.059438,12 Gigabit,EBS only,8,46,3,1139.58
7831,2023-01-08 16:48:42,Linux,4,r5.2xlarge,4,9.169721,32,84.513978,Up to 10 Gigabit,EBS only,6,229,4,1420.12
7832,2023-03-15 11:58:37,Linux,6,c5.12xlarge,16,65.471055,128,9.1581,12 Gigabit,EBS only,7,730,1,7592.0
7833,2023-04-21 10:33:49,Linux,9,r5.4xlarge,8,38.536144,64,88.640879,Up to 10 Gigabit,EBS only,1,532,4,4927.85
7834,2023-12-13 08:59:50,Linux,1,t3.xlarge,4,68.098258,16,95.234016,Up to 5 Gigabit,EBS only,8,176,1,451.78
7835,2023-06-28 13:22:51,Linux,6,r5.4xlarge,8,90.961008,64,79.785022,Up to 10 Gigabit,EBS only,6,63,5,3291.3
7836,2023-11-14 03:16:42,Linux,4,c5.2xlarge,4,15.486036,16,65.984363,Up to 10 Gigabit,EBS only,5,747,3,1666.06
7837,2023-10-10 09:31:21,Linux,9,t3.medium,2,83.066097,4,23.334012,Up to 5 Gigabit,EBS only,4,943,5,1173.23
7838,2023-01-05 05:47:08,Linux,8,r5.4xlarge,8,34.114649,64,80.877471,Up to 10 Gigabit,EBS only,1,33,5,4265.94
7839,2023-02-05 04:03:44,Linux,6,c5.2xlarge,4,84.237687,16,31.169675,Up to 10 Gigabit,EBS only,4,715,3,1786.04
7840,2023-09-03 20:55:19,Linux,1,c5.2xlarge,4,29.957124,16,87.488373,Up to 10 Gigabit,EBS only,5,453,4,762.64
7841,2023-05-23 07:14:17,Linux,6,r5.4xlarge,8,93.22118,64,12.265358,Up to 10 Gigabit,EBS only,1,86,5,3215.38
7842,2023-09-18 03:42:22,Linux,1,t3.xlarge,4,38.806783,16,85.966027,Up to 5 Gigabit,EBS only,8,999,1,2163.62
7843,2023-07-05 18:58:35,Linux,2,r5.4xlarge,8,91.216394,64,75.625218,Up to 10 Gigabit,EBS only,8,217,3,1515.7
7844,2023-03-02 06:08:04,Linux,9,t3.medium,2,32.003441,4,84.544846,Up to 5 Gigabit,EBS only,6,309,1,674.55
7845,2023-02-21 14:34:14,Linux,7,r5.2xlarge,4,39.530864,32,10.36465,Up to 10 Gigabit,EBS only,9,291,5,2540.98
7846,2023-01-05 15:02:14,Linux,7,t3.medium,2,20.078935,4,30.217511,Up to 5 Gigabit,EBS only,6,150,1,383.73
7847,2023-04-20 04:56:40,Linux,5,t3.medium,2,62.892745,4,98.212038,Up to 5 Gigabit,EBS only,6,414,3,752.79
7848,2023-04-05 09:02:48,Linux,8,r5.4xlarge,8,73.543056,64,6.818232,Up to 10 Gigabit,EBS only,9,672,2,5829.84
7849,2023-04-23 03:45:19,Linux,1,m5.2xlarge,8,66.526346,32,73.883268,Up to 10 Gigabit,EBS only,3,934,1,928.54
7850,2023-11-24 11:35:48,Linux,8,r5.2xlarge,4,55.091539,32,50.950847,Up to 10 Gigabit,EBS only,1,154,4,2165.8
7851,2023-07-18 20:18:28,Linux,2,t3.xlarge,4,97.899082,16,72.316896,Up to 5 Gigabit,EBS only,4,88,2,262.92
7852,2023-04-05 13:13:57,Linux,3,c5.12xlarge,16,77.257409,128,76.950585,12 Gigabit,EBS only,1,231,4,3191.76
7853,2023-03-25 20:27:37,Linux,7,t3.xlarge,4,42.426035,16,76.824184,Up to 5 Gigabit,EBS only,1,646,1,767.86
7854,2023-10-24 19:09:53,Linux,6,m5.2xlarge,8,73.518223,32,59.068588,Up to 10 Gigabit,EBS only,7,563,1,2224.78
7855,2023-06-13 11:30:43,Linux,1,r5.4xlarge,8,40.750614,64,82.353743,Up to 10 Gigabit,EBS only,5,774,3,1538.37
7856,2023-05-08 00:41:19,Linux,3,m5.2xlarge,8,92.62297,32,39.068506,Up to 10 Gigabit,EBS only,10,493,1,1881.86
7857,2023-11-11 01:42:36,Linux,10,t3.medium,2,43.712738,4,8.076509,Up to 5 Gigabit,EBS only,8,625,5,1513.9
7858,2023-05-16 03:29:13,Linux,7,c5.2xlarge,4,91.631624,16,77.01175,Up to 10 Gigabit,EBS only,3,389,1,1519.6
7859,2023-11-13 12:52:17,Linux,8,m5.2xlarge,8,21.42125,32,84.344356,Up to 10 Gigabit,EBS only,1,746,2,1794.12
7860,2023-04-23 03:34:14,Linux,8,c5.12xlarge,16,58.034421,128,2.444615,12 Gigabit,EBS only,1,961,3,8601.06
7861,2023-05-24 18:42:15,Linux,8,m5.2xlarge,8,56.507717,32,58.938847,Up to 10 Gigabit,EBS only,4,322,4,1935.04
7862,2023-08-22 02:23:28,Linux,2,c5.2xlarge,4,54.168652,16,18.469299,Up to 10 Gigabit,EBS only,3,869,1,1025.3
7863,2023-05-02 14:17:02,Linux,1,c5.2xlarge,4,36.897444,16,93.098519,Up to 10 Gigabit,EBS only,6,320,3,672.94
7864,2023-11-10 06:48:52,Linux,1,r5.4xlarge,8,20.839378,64,73.390031,Up to 10 Gigabit,EBS only,3,899,3,1233.39
7865,2023-06-07 03:17:28,Linux,8,r5.2xlarge,4,50.169982,32,78.330477,Up to 10 Gigabit,EBS only,2,761,3,2521.48
7866,2023-01-09 15:31:35,Linux,1,t3.medium,2,29.594206,4,73.127005,Up to 5 Gigabit,EBS only,8,210,1,458.19
7867,2023-09-04 10:51:08,Linux,6,m5.2xlarge,8,55.37231,32,14.732585,Up to 10 Gigabit,EBS only,9,26,4,1260.96
7868,2023-10-07 02:04:28,Linux,4,t3.xlarge,4,4.96437,16,16.491769,Up to 5 Gigabit,EBS only,2,376,5,538.32
7869,2023-06-04 20:45:02,Linux,5,c5.12xlarge,16,55.649094,128,38.141077,12 Gigabit,EBS only,10,258,1,5890.3
7870,2023-07-26 16:37:30,Linux,10,t3.xlarge,4,7.340083,16,44.634671,Up to 5 Gigabit,EBS only,2,189,2,955.28
7871,2023-10-31 18:22:15,Linux,10,c5.12xlarge,16,72.39114,128,51.618407,12 Gigabit,EBS only,8,204,2,10863.32
7872,2023-11-17 09:02:17,Linux,6,r5.4xlarge,8,48.255998,64,58.051852,Up to 10 Gigabit,EBS only,4,100,2,3297.02
7873,2023-05-30 22:50:50,Linux,5,m5.2xlarge,8,68.314585,32,95.48388,Up to 10 Gigabit,EBS only,4,898,5,1934.02
7874,2023-10-06 10:51:00,Linux,3,t3.medium,2,15.176491,4,97.376703,Up to 5 Gigabit,EBS only,9,609,5,1489.23
7875,2023-06-07 18:27:39,Linux,6,t3.xlarge,4,22.610429,16,57.832601,Up to 5 Gigabit,EBS only,6,687,3,1585.92
7876,2023-10-25 01:07:33,Linux,4,r5.2xlarge,4,30.649962,32,37.527272,Up to 10 Gigabit,EBS only,8,92,5,1254.24
7877,2023-12-18 02:46:18,Linux,6,r5.2xlarge,4,36.803236,32,67.484183,Up to 10 Gigabit,EBS only,10,241,3,2220.92
7878,2023-10-14 07:17:53,Linux,6,c5.2xlarge,4,56.831759,16,79.627878,Up to 10 Gigabit,EBS only,6,164,3,1298.28
7879,2023-02-03 20:07:44,Linux,9,r5.4xlarge,8,75.824427,64,16.428223,Up to 10 Gigabit,EBS only,10,972,2,7316.73
7880,2023-06-22 14:05:58,Linux,9,t3.xlarge,4,21.278657,16,78.964877,Up to 5 Gigabit,EBS only,9,18,4,813.42
7881,2023-12-19 11:14:52,Linux,1,r5.4xlarge,8,30.801897,64,14.897319,Up to 10 Gigabit,EBS only,6,197,3,839.49
7882,2023-01-29 11:56:22,Linux,4,m5.2xlarge,8,30.509019,32,5.526727,Up to 10 Gigabit,EBS only,10,931,4,3220.68
7883,2023-11-01 06:19:00,Linux,4,t3.medium,2,47.986852,4,99.396799,Up to 5 Gigabit,EBS only,3,614,4,564.48
7884,2023-03-03 20:17:28,Linux,3,r5.2xlarge,4,78.830618,32,3.772807,Up to 10 Gigabit,EBS only,3,171,4,930.54
7885,2023-03-18 11:36:53,Linux,8,c5.2xlarge,4,67.768132,16,21.495776,Up to 10 Gigabit,EBS only,10,289,3,2141.32
7886,2023-01-29 19:47:45,Linux,7,c5.2xlarge,4,42.109635,16,31.879417,Up to 10 Gigabit,EBS only,9,619,4,2664.64
7887,2023-01-23 07:16:34,Linux,4,r5.2xlarge,4,94.317385,32,52.293848,Up to 10 Gigabit,EBS only,6,561,3,1938.04
7888,2023-12-29 11:16:53,Linux,4,r5.4xlarge,8,67.611364,64,74.108855,Up to 10 Gigabit,EBS only,1,350,2,2219.68
7889,2023-05-16 10:06:59,Linux,2,t3.xlarge,4,60.833619,16,2.772519,Up to 5 Gigabit,EBS only,4,474,4,664.36
7890,2023-09-17 12:04:43,Linux,7,c5.2xlarge,4,5.651211,16,33.452381,Up to 10 Gigabit,EBS only,8,458,5,2168.82
7891,2023-06-11 15:05:23,Linux,10,r5.4xlarge,8,88.588869,64,44.329347,Up to 10 Gigabit,EBS only,10,247,2,5963.9
7892,2023-04-03 09:55:59,Linux,7,t3.medium,2,6.107627,4,41.876033,Up to 5 Gigabit,EBS only,3,664,5,667.65
7893,2023-12-25 22:18:34,Linux,10,m5.2xlarge,8,73.617268,32,53.763231,Up to 10 Gigabit,EBS only,5,626,2,2814.0
7894,2023-12-14 17:04:08,Linux,2,t3.xlarge,4,12.823898,16,54.363543,Up to 5 Gigabit,EBS only,3,950,4,912.4
7895,2023-02-21 13:11:42,Linux,7,t3.xlarge,4,70.854239,16,83.458777,Up to 5 Gigabit,EBS only,8,779,5,2220.22
7896,2023-01-11 19:40:47,Linux,5,c5.12xlarge,16,24.371325,128,83.940692,12 Gigabit,EBS only,9,255,3,5816.2
7897,2023-12-12 23:08:16,Linux,7,c5.12xlarge,16,60.502366,128,99.52449,12 Gigabit,EBS only,2,668,4,7654.66
7898,2023-02-15 20:06:00,Linux,2,r5.4xlarge,8,7.769069,64,37.971835,Up to 10 Gigabit,EBS only,7,507,4,1987.08
7899,2023-07-09 08:55:40,Linux,4,r5.2xlarge,4,17.794862,32,52.821341,Up to 10 Gigabit,EBS only,6,480,4,1811.68
7900,2023-10-01 18:26:23,Linux,5,r5.2xlarge,4,78.964448,32,25.53548,Up to 10 Gigabit,EBS only,3,125,4,1426.1
7901,2023-10-01 19:50:11,Linux,9,m5.2xlarge,8,99.532178,32,56.673537,Up to 10 Gigabit,EBS only,6,863,1,3146.46
7902,2023-09-10 11:00:14,Linux,8,c5.2xlarge,4,44.259477,16,82.797725,Up to 10 Gigabit,EBS only,8,282,4,1976.48
7903,2023-11-21 04:56:12,Linux,10,m5.2xlarge,8,90.860058,32,63.05207,Up to 10 Gigabit,EBS only,1,351,5,2091.46
7904,2023-06-06 14:29:39,Linux,4,t3.medium,2,46.340385,4,10.700957,Up to 5 Gigabit,EBS only,3,233,5,267.3
7905,2023-05-25 21:15:50,Linux,4,t3.medium,2,96.393858,4,49.62938,Up to 5 Gigabit,EBS only,2,932,3,570.2
7906,2023-08-16 00:13:15,Linux,5,r5.2xlarge,4,31.880204,32,54.542582,Up to 10 Gigabit,EBS only,5,153,1,1527.5
7907,2023-08-17 02:00:02,Linux,1,c5.2xlarge,4,85.398764,16,45.430009,Up to 10 Gigabit,EBS only,4,412,2,602.22
